Construction Materials of the Outer Walls and City/Municipality,Total Occupied Housing Units,Construction Materials of the Roof,Galvanized iron/aluminum,Tile/concrete/clay tile,Half galvanized iron and half concrete,Bamboo/cogon/ nipa/anahaw,Asbestos,Makeshift/ salvaged/ improvised materials,Trapal,Others,Not Reported
,,,,,,,,,,
NATIONAL CAPITAL REGION,,,,,,,,,,
Not Reported,  45 ,  43 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 ,  -   
PATEROS,,,,,,,,,,
Total,  13.393 ,  10.860 ,  956 ,  1.412 ,  68 ,  -   ,  97 ,  -   ,  -   ,  -   
Concrete/brick/stone,  8.445 ,  7.735 ,  587 ,  117 ,  2 ,  -   ,  4 ,  -   ,  -   ,  -   
Wood,  1.824 ,  1.400 ,  154 ,  132 ,  64 ,  -   ,  74 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  3.076 ,  1.699 ,  214 ,  1.159 ,  2 ,  -   ,  2 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  11 ,  7 ,  1 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2 ,  -   ,  -   ,  1 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  29 ,  13 ,  -   ,  -   ,  -   ,  -   ,  16 ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  5 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
TAGUIG CITY,,,,,,,,,,
Total,  192.862 ,  155.086 ,  23.358 ,  12.263 ,  802 ,  386 ,  529 ,  260 ,  157 ,  21 
Concrete/brick/stone,  144.743 ,  119.862 ,  21.746 ,  2.920 ,  13 ,  90 ,  5 ,  3 ,  104 ,  -   
Wood,  22.807 ,  18.520 ,  1.001 ,  2.097 ,  593 ,  158 ,  223 ,  186 ,  29 ,  -   
Half concrete/brick/stone and half wood,  23.154 ,  15.203 ,  573 ,  7.165 ,  37 ,  137 ,  15 ,  5 ,  19 ,  -   
Galvanized iron/aluminum,  1.036 ,  933 ,  28 ,  62 ,  10 ,  -   ,  2 ,  -   ,  1 ,  -   
Bamboo/sawali/cogon/nipa,  180 ,  29 ,  -   ,  4 ,  144 ,  -   ,  3 ,  -   ,  -   ,  -   
Asbestos,  5 ,  4 ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   
Glass,  6 ,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  578 ,  291 ,  -   ,  3 ,  4 ,  -   ,  271 ,  8 ,  1 ,  -   
Trapal,  95 ,  28 ,  -   ,  -   ,  1 ,  -   ,  10 ,  56 ,  -   ,  -   
Others,  17 ,  13 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  3 ,  -   
No walls,  18 ,  13 ,  3 ,  -   ,  -   ,  -   ,  -   ,  2 ,  -   ,  -   
Not Reported,  223 ,  187 ,  4 ,  11 ,  -   ,  -   ,  -   ,  -   ,  -   ,  21 
,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION,,,,,,,,,,
Total,  390.923 ,  352.666 ,  18.620 ,  9.088 ,  9.936 ,  32 ,  285 ,  233 ,  53 ,  10 
Concrete/brick/stone,  183.328 ,  163.259 ,  17.511 ,  2.374 ,  139 ,  23 ,  7 ,  2 ,  13 ,  -   
Wood,  58.737 ,  54.381 ,  183 ,  568 ,  3.524 ,  3 ,  32 ,  21 ,  23 ,  2 
Half concrete/brick/stone and half wood,  61.483 ,  55.026 ,  767 ,  5.484 ,  196 ,  3 ,  7 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  63.005 ,  62.212 ,  154 ,  433 ,  195 ,  1 ,  6 ,  3 ,  1 ,  -   
Bamboo/sawali/cogon/nipa,  21.087 ,  15.068 ,  -   ,  202 ,  5.756 ,  -   ,  22 ,  32 ,  7 ,  -   
Asbestos,  84 ,  82 ,  -   ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   
Glass,  35 ,  29 ,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  749 ,  453 ,  -   ,  6 ,  75 ,  -   ,  208 ,  7 ,  -   ,  -   
Trapal,  285 ,  97 ,  -   ,  -   ,  21 ,  -   ,  3 ,  163 ,  -   ,  1 
Others,  1.553 ,  1.524 ,  1 ,  9 ,  8 ,  -   ,  -   ,  4 ,  7 ,  -   
No walls,  35 ,  14 ,  -   ,  -   ,  20 ,  -   ,  -   ,  1 ,  -   ,  -   
Not Reported,  542 ,  521 ,  1 ,  9 ,  2 ,  -   ,  -   ,  -   ,  2 ,  7 
ABRA,,,,,,,,,,
Total,  51.593 ,  48.708 ,  281 ,  1.068 ,  1.508 ,  -   ,  12 ,  9 ,  7 ,  -   
Concrete/brick/stone,  29.038 ,  28.627 ,  255 ,  133 ,  22 ,  -   ,  1 ,  -   ,  -   ,  -   
Wood,  4.498 ,  4.329 ,  5 ,  42 ,  121 ,  -   ,  -   ,  -   ,  1 ,  -   
Half concrete/brick/stone and half wood,  7.955 ,  7.082 ,  19 ,  802 ,  52 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  278 ,  257 ,  1 ,  6 ,  14 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  9.376 ,  7.991 ,  -   ,  82 ,  1.295 ,  -   ,  5 ,  1 ,  2 ,  -   
Asbestos,  5 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  63 ,  52 ,  -   ,  -   ,  4 ,  -   ,  6 ,  1 ,  -   ,  -   
Trapal,  14 ,  8 ,  -   ,  -   ,  -   ,  -   ,  -   ,  6 ,  -   ,  -   
Others,  41 ,  38 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  2 ,  -   
No walls,  7 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  318 ,  312 ,  1 ,  3 ,  -   ,  -   ,  -   ,  -   ,  2 ,  -   
BANGUED (Capital),,,,,,,,,,
Total,  10.787 ,  10.259 ,  69 ,  241 ,  215 ,  -   ,  3 ,  -   ,  -   ,  -   
Concrete/brick/stone,  7.941 ,  7.844 ,  62 ,  32 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  460 ,  434 ,  1 ,  2 ,  23 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.285 ,  1.076 ,  6 ,  196 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  39 ,  36 ,  -   ,  1 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.011 ,  823 ,  -   ,  9 ,  178 ,  -   ,  1 ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  15 ,  11 ,  -   ,  -   ,  2 ,  -   ,  2 ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  33 ,  32 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
BOLINEY,,,,,,,,,,
Total,  758 ,  739 ,  6 ,  3 ,  8 ,  -   ,  -   ,  -   ,  2 ,  -   
Concrete/brick/stone,  107 ,  100 ,  6 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  249 ,  245 ,  -   ,  -   ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  280 ,  277 ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  5 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  107 ,  104 ,  -   ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  6 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 ,  -   
BUCAY,,,,,,,,,,
Total,  3.813 ,  3.610 ,  22 ,  78 ,  101 ,  -   ,  1 ,  -   ,  1 ,  -   
Concrete/brick/stone,  2.453 ,  2.419 ,  18 ,  13 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  202 ,  186 ,  1 ,  5 ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  494 ,  433 ,  2 ,  59 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  6 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  617 ,  527 ,  -   ,  1 ,  87 ,  -   ,  1 ,  -   ,  1 ,  -   
Asbestos,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  5 ,  4 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  31 ,  30 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
BUCLOC,,,,,,,,,,
Total,  435 ,  418 ,  1 ,  10 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  63 ,  60 ,  -   ,  2 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  109 ,  105 ,  -   ,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  194 ,  187 ,  1 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  59 ,  56 ,  -   ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  6 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
DAGUIOMAN,,,,,,,,,,
Total,  375 ,  359 ,  3 ,  9 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  58 ,  56 ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  71 ,  66 ,  1 ,  3 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  182 ,  176 ,  2 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  62 ,  59 ,  -   ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
DANGLAS,,,,,,,,,,
Total,  873 ,  813 ,  7 ,  21 ,  32 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  439 ,  431 ,  7 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  17 ,  17 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  188 ,  173 ,  -   ,  14 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  220 ,  183 ,  -   ,  6 ,  31 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
DOLORES,,,,,,,,,,
Total,  2.484 ,  2.392 ,  4 ,  13 ,  75 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  1.408 ,  1.403 ,  4 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  52 ,  52 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  344 ,  339 ,  -   ,  4 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  5 ,  3 ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  661 ,  581 ,  -   ,  6 ,  74 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  14 ,  14 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LA PAZ,,,,,,,,,,
Total,  3.325 ,  3.244 ,  5 ,  3 ,  70 ,  -   ,  3 ,  -   ,  -   ,  -   
Concrete/brick/stone,  1.937 ,  1.932 ,  4 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  57 ,  56 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  383 ,  378 ,  1 ,  1 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  6 ,  5 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  870 ,  803 ,  -   ,  1 ,  65 ,  -   ,  1 ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  28 ,  26 ,  -   ,  -   ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   
Trapal,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  42 ,  42 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LACUB,,,,,,,,,,
Total,  647 ,  625 ,  1 ,  9 ,  11 ,  -   ,  -   ,  -   ,  1 ,  -   
Concrete/brick/stone,  154 ,  154 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  275 ,  269 ,  -   ,  3 ,  2 ,  -   ,  -   ,  -   ,  1 ,  -   
Half concrete/brick/stone and half wood,  95 ,  89 ,  -   ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  27 ,  26 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  91 ,  82 ,  -   ,  -   ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LAGANGILANG,,,,,,,,,,
Total,  3.048 ,  2.957 ,  12 ,  10 ,  69 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  1.795 ,  1.779 ,  12 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  108 ,  103 ,  -   ,  1 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  398 ,  392 ,  -   ,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  717 ,  653 ,  -   ,  2 ,  62 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  26 ,  26 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LAGAYAN,,,,,,,,,,
Total,  932 ,  865 ,  2 ,  1 ,  64 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  260 ,  259 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  156 ,  126 ,  1 ,  -   ,  29 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  199 ,  198 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  304 ,  269 ,  -   ,  -   ,  35 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  13 ,  13 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LANGIDEN,,,,,,,,,,
Total,  660 ,  542 ,  6 ,  44 ,  68 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  407 ,  397 ,  6 ,  3 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  8 ,  8 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  81 ,  38 ,  -   ,  41 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  6 ,  -   ,  -   ,  -   ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  134 ,  75 ,  -   ,  -   ,  59 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  18 ,  18 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  6 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LICUAN-BAAY (LICUAN),,,,,,,,,,
Total,  943 ,  909 ,  -   ,  24 ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  180 ,  180 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  283 ,  281 ,  -   ,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  297 ,  283 ,  -   ,  14 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  9 ,  8 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  167 ,  150 ,  -   ,  8 ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  7 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LUBA,,,,,,,,,,
Total,  1.358 ,  1.341 ,  1 ,  1 ,  13 ,  -   ,  1 ,  -   ,  1 ,  -   
Concrete/brick/stone,  616 ,  615 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  233 ,  231 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  333 ,  332 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  162 ,  151 ,  -   ,  -   ,  11 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   
